,Class
249469,0
96120,0
30641,0
281312,0
179923,0
51776,0
150937,0
206142,0
110598,0
6729,0
260854,0
6399,0
218745,0
212144,0
165003,0
15122,0
91077,0
75196,0
178390,0
66884,0
200483,0
11836,0
41145,0
85461,0
185732,0
70224,0
107814,0
85486,0
78352,0
252746,0
117870,0
263076,0
58966,0
259176,0
182176,0
81049,0
44672,0
186086,0
121109,0
178624,0
211185,0
162567,0
44980,0
49886,0
157031,0
276065,0
79130,0
195232,0
596,0
172476,0
73233,0
32832,0
223150,0
36733,0
48044,0
170664,0
188806,0
233967,0
40444,0
108729,0
215285,0
215753,0
84874,0
161895,0
62329,0
275213,0
232272,0
222020,0
273489,0
177434,0
279453,0
255992,0
196962,0
53905,0
254528,0
94069,0
61543,0
205291,0
231435,0
65386,0
205523,0
258851,0
3027,0
263412,0
147282,0
176816,0
203221,0
216531,0
234716,0
271633,0
267873,0
135119,0
54977,0
202214,0
280692,0
118247,0
238339,0
221045,0
189097,0
87345,0
283879,0
184120,0
155633,0
11026,0
60274,0
276079,0
34274,0
262366,0
31352,0
9154,0
258320,0
191580,0
109871,0
189780,0
58482,0
52407,0
164421,0
240536,0
65042,0
83852,0
110928,0
181281,0
48795,0
100707,0
268816,0
244904,0
43576,0
68377,0
32484,0
237264,0
275771,0
44714,0
204807,0
100519,0
147887,0
248055,0
270592,0
118260,0
139031,0
221719,0
130580,0
117105,0
76115,0
266886,0
96248,0
241329,0
43550,0
197995,0
105291,0
34873,0
139016,0
134975,0
272437,0
203423,0
248743,0
26725,0
78750,0
105788,0
178432,0
209040,0
8748,0
270861,0
237504,0
215430,0
284719,0
223910,0
67971,0
173892,0
105545,0
42458,0
22163,0
139330,0
181648,0
194187,0
252105,0
89681,0
241914,0
3010,0
36279,0
80050,0
109882,0
79266,0
126395,0
281816,0
90035,0
244732,0
158387,0
110644,0
1402,0
11561,0
74097,0
232382,0
76070,0
179907,0
213410,0
231406,0
256626,0
37144,0
175637,0
44359,0
58085,0
207426,0
66582,0
124867,0
125337,0
50284,0
89001,0
180492,0
154007,0
187793,0
265424,0
33797,0
113081,0
107833,0
96945,0
145324,0
180743,0
82930,0
124894,0
186189,0
36689,0
117931,0
244621,0
230220,0
208549,0
198176,0
219080,0
107496,0
114885,0
114019,0
262196,0
203819,0
282816,0
268651,0
207910,0
89458,0
135023,0
54467,0
19026,0
231004,0
107719,0
149683,0
263826,0
232845,0
79561,0
13761,0
225767,0
126883,0
206541,0
233759,0
56833,0
246306,0
246082,0
128269,0
262240,0
108108,0
206283,0
125904,0
597,0
216273,0
105599,0
168306,0
270525,0
168343,0
164319,0
170402,0
185020,0
89235,0
179595,0
131637,0
8388,0
251698,0
53344,0
101845,0
146179,0
279177,0
20362,0
73630,0
235443,0
231397,0
193577,0
25431,0
153714,0
275806,0
43602,0
20933,0
166605,0
49888,0
117673,0
18813,0
241655,0
133723,0
245033,0
44250,0
259038,0
32772,0
191057,0
168135,0
273216,0
155645,0
176247,0
949,0
62532,0
92289,0
252760,0
138900,0
122447,0
62825,0
109765,0
280310,0
74099,0
123918,0
172895,0
172907,0
192199,0
249740,0
238563,0
238410,0
125393,0
263090,0
279152,0
214388,0
183180,0
2992,0
19807,0
201754,0
132506,0
107954,0
5610,0
70554,0
157632,0
75763,0
31221,0
83488,0
30372,0
53647,0
8638,0
142614,0
70792,0
84307,0
118513,0
114211,0
261162,0
141809,0
144131,0
264505,0
250663,0
29820,0
199689,0
154927,0
276488,0
88847,0
189704,0
43581,0
24314,0
210324,0
198249,0
218009,0
97063,0
262012,0
45587,0
261206,0
225190,0
205805,0
110834,0
175927,0
203385,0
104996,0
223391,0
103265,0
71771,0
250564,0
169904,0
237025,0
31424,0
65925,0
44955,0
230626,0
57561,0
103644,0
15263,0
176241,0
202507,0
215625,0
265326,0
125716,0
267471,0
590,0
10800,0
19415,0
95760,0
275798,0
93494,0
124173,0
182556,0
121331,0
92472,0
83235,0
130276,0
68424,0
127024,0
28952,0
6074,0
257744,0
155643,0
41316,0
242994,0
154691,0
87444,0
44378,0
13948,0
66460,0
67263,0
217890,0
215889,0
173071,0
8333,0
251558,0
262922,0
258479,0
101746,0
261718,0
101582,0
179187,0
64460,1
122831,0
279409,0
130574,0
132483,0
138637,0
89563,0
152051,0
18920,0
193348,0
28977,0
231576,0
159658,0
161627,0
99512,0
138453,0
178006,0
241673,0
110480,0
72467,0
104731,0
53275,0
278610,0
1682,0
212867,0
68138,0
177291,0
175645,0
242078,0
40049,0
150838,0
272702,0
111287,0
51317,0
217401,0
183460,0
44608,0
33616,0
70948,0
266969,0
123896,0
74393,0
255479,0
76665,0
206322,0
146752,0
182443,0
236987,0
210476,0
24778,0
252802,0
265960,0
58566,0
30752,0
170697,0
29828,0
125283,0
72297,0
179032,0
130810,0
110296,0
223552,0
280023,0
91744,0
217434,0
143734,0
266389,0
257153,0
178465,0
8948,0
197972,0
249687,0
260469,0
202731,0
152827,0
274476,0
25075,0
77345,0
153647,0
226197,0
17322,0
172021,0
63759,0
282279,0
98574,0
230299,0
178963,0
55658,0
115711,0
88787,0
98492,0
220719,0
182551,0
219710,0
180692,0
241634,0
231116,0
243302,0
2570,0
18007,0
171211,0
11328,0
142667,0
3836,0
48593,0
136620,0
123143,0
226550,0
21467,0
63518,0
278599,0
268208,0
900,0
100281,0
147111,0
120458,0
221523,0
5061,0
53870,0
38563,0
245270,0
198787,0
240789,0
167628,0
124733,0
41408,0
90737,0
237172,0
113006,0
203167,0
77209,0
265083,0
15284,0
190577,0
214768,0
204067,0
90567,0
242155,0
6436,0
145425,0
279793,0
185523,0
236239,0
63231,0
153671,0
50635,0
84036,0
8342,0
67061,0
62343,0
197541,0
158704,0
40777,0
11508,0
209281,0
121259,0
53992,0
120719,0
166992,0
265140,0
143691,0
142649,0
7020,0
253461,0
200922,0
28743,0
67257,0
272573,0
278022,0
273804,0
253175,0
105091,0
280124,0
191273,0
227916,0
252545,0
211904,0
113487,0
230055,0
214279,0
78594,0
129274,0
265965,0
279876,0
161976,0
49463,0
156310,0
14689,0
61195,0
235655,0
107714,0
274623,0
79049,0
96297,0
100442,0
170819,0
224399,0
181310,0
269800,0
247690,0
83998,0
39830,0
20132,0
253188,0
91895,0
171056,0
81763,0
65519,0
257958,0
71104,0
56628,0
200409,0
226787,0
214571,0
238801,0
198683,0
246323,0
208685,0
166026,0
155113,0
233330,0
45762,0
279071,0
173443,0
88126,0
104053,0
267010,0
102736,0
67273,0
156667,0
141324,0
61179,0
203988,0
126992,0
155517,0
245381,0
169885,0
230688,0
215583,0
16866,0
278131,0
271624,0
270642,0
102934,0
229318,0
150579,0
193625,0
11425,0
283189,0
92484,0
225372,0
252194,0
51046,0
109227,0
211902,0
273896,0
12490,0
268807,0
175301,0
71667,0
12072,0
35468,0
229448,0
219383,0
231292,0
266009,0
137595,0
90040,0
134864,0
127387,0
229793,0
236317,0
100370,0
230072,0
35376,0
1864,0
233116,0
129481,0
165569,0
166131,0
4399,0
55893,0
45480,0
240026,0
250001,0
270757,0
259363,0
218768,0
283807,0
59084,0
231896,0
108095,0
33764,0
236251,0
87213,0
253468,0
93977,0
20058,0
237266,0
172664,0
194025,0
127221,0
255876,0
280574,0
23636,0
261415,0
94355,0
239262,0
238474,0
64003,0
58454,0
19713,0
126931,0
14203,0
207081,0
246695,0
210447,0
40824,0
115220,0
196424,0
62565,0
259689,0
156843,0
117850,0
72491,0
97152,0
240227,0
59038,0
46724,0
139451,0
31393,0
273739,0
208058,0
60119,0
190082,0
200680,0
137430,0
249398,0
276868,0
14854,0
123178,0
153522,0
95931,0
164674,0
131657,0
189963,0
172821,0
122904,0
23274,0
56999,0
40421,0
113520,0
194126,0
225912,0
209298,0
206189,0
199016,0
224517,0
242573,0
174,0
170048,0
124777,0
205025,0
143565,0
228256,0
65070,0
173556,0
55732,0
75730,0
91334,0
128399,0
145670,0
258967,0
258362,0
199341,0
22807,0
182293,0
118220,0
75862,0
13481,0
86841,0
67316,0
138316,0
186686,0
128588,0
103668,0
121807,0
30863,0
249487,0
194968,0
193802,0
204599,0
270580,0
227287,0
228614,0
189955,0
19127,0
204847,0
153896,0
89005,0
269997,0
46902,0
130777,0
85492,0
73884,0
19593,0
138075,0
73124,0
12243,0
45612,0
102749,0
103151,0
75329,0
65793,0
91570,0
101991,0
115082,0
174444,0
275405,0
226645,0
84401,0
104252,0
13283,0
73430,0
134355,0
15325,0
180709,0
120696,0
72148,0
165394,0
197287,0
250610,0
59292,0
18630,0
201292,0
281494,0
256948,0
226133,0
251745,0
90749,0
232693,0
124235,0
181254,0
121113,0
71170,0
17490,0
2259,0
178386,0
271858,0
38372,0
57752,0
54314,0
212467,0
182212,0
15932,0
225799,0
141654,0
126219,0
275546,0
107310,0
86323,0
93524,0
89352,0
107990,0
250567,0
81207,0
133455,0
27418,0
165706,0
40286,0
224264,0
48861,0
116334,0
25617,0
108285,0
172724,0
81165,0
153345,0
131950,0
54348,0
84370,0
117184,0
255507,0
26773,0
242743,0
50327,0
19821,0
89528,0
176656,0
164132,0
55744,0
27191,0
283954,0
69641,0
68362,0
274294,0
2804,0
259671,0
206247,0
21948,0
230900,0
181438,0
211418,0
4050,0
201043,0
265839,0
179072,0
175605,0
133064,0
179540,0
189431,0
273458,0
283743,0
181647,0
87011,0
159733,0
2233,0
69587,0
237711,0
270388,0
33303,0
222903,0
178237,0
281359,0
263248,0
201406,0
57495,0
163305,0
111158,0
110328,0
67604,0
147199,0
29358,0
14453,0
153713,0
120694,0
278920,0
113908,0
153965,0
38915,0
26331,0
151092,0
83824,0
246297,0
191143,0
165724,0
41246,0
263786,0
217426,0
278921,0
17397,0
72212,0
145853,0
278411,0
44910,0
14745,0
174404,0
35046,0
23297,0
214477,0
205875,0
149635,0
70096,0
259971,0
100137,0
107886,0
72429,0
283272,0
166773,0
114450,0
280491,0
134739,0
70702,0
44963,0
249588,0
7726,0
79774,0
240785,0
197471,0
168758,0
36939,0
35593,0
53499,0
125278,0
65459,0
197938,0
64023,0
105638,0
184908,0
70945,0
268357,0
98213,0
162121,0
112986,0
234945,0
281297,0
87536,0
270469,0
267285,0
104597,0
31249,0
190459,0
143751,0
158790,0
27421,0
270622,0
283791,0
224306,0
73142,0
148239,0
49026,0
95939,0
249808,0
210622,0
235570,0
279340,0
4301,0
89465,0
33678,0
245062,0
66198,0
276258,0
235938,0
190289,0
28427,0
35989,0
13924,0
17209,0
112733,0
51388,0
106458,0
78047,0
13018,0
124335,0
60180,0
38470,0
223286,0
183875,0
59125,0
94387,0
112764,0
103698,0
46385,0
220211,0
17913,0
161214,0
181335,0
199202,0
10882,0
161917,0
275747,0
207735,0
7284,0
18646,0
181209,0
169608,0
70525,0
166550,0
240771,0
201198,0
179962,0
214881,0
217407,0
95044,0
180819,0
6442,0
109517,0
113560,0
59913,0
205959,0
228799,0
192311,0
126074,0
134953,0
26685,0
51536,0
62295,0
68142,0
280560,0
81984,0
16798,0
88590,0
198294,0
229826,0
126904,0
240792,0
267068,0
107367,0
158422,0
173479,0
213033,0
206070,0
134154,0
53408,0
10010,0
79746,0
102726,0
61230,0
172360,0
93749,0
31331,0
40550,0
130838,0
202719,0
127030,0
263863,0
104691,0
21238,0
171633,0
260384,0
14000,0
162791,0
267364,0
162621,0
63938,0
96103,0
109355,0
87712,0
220987,0
271218,0
69795,0
163457,0
91650,0
211404,0
144227,0
177530,0
139801,0
235210,0
22648,0
260937,0
246957,0
90324,0
71066,0
90614,0
195018,0
56336,0
270326,0
71246,0
6438,0
117714,0
34240,0
154459,0
85605,0
68238,0
17023,0
27474,0
220867,0
29750,0
139880,0
179650,0
248983,0
112057,0
263605,0
29306,0
201057,0
89102,0
108528,0
111033,0
72230,0
150533,0
112018,0
103393,0
32776,0
71521,0
127697,0
226728,0
49120,0
6296,0
144162,0
132036,0
213777,0
272565,0
101518,0
254792,0
56466,0
197012,0
100574,0
194266,0
277838,0
270275,0
4275,0
234021,0
151540,0
259367,0
273266,0
156639,0
245786,0
48313,0
41776,0
36030,0
224855,0
84476,0
263973,0
33765,0
227225,0
95969,0
142652,0
39610,0
62007,0
99358,0
60723,0
40889,0
162537,0
264886,0
268587,0
9181,0
94126,0
222863,0
42359,0
154167,0
151498,0
252119,0
187226,0
237525,0
274381,0
139515,0
212808,0
59842,0
63306,0
61452,0
125418,0
5624,0
124528,0
251228,0
230419,0
272270,0
42915,0
102436,0
16886,0
176847,0
131604,0
175442,0
1895,0
20621,0
96234,0
119361,0
206150,0
203974,0
269757,0
155186,0
69536,0
16241,0
185346,0
157478,0
184158,0
209012,0
246409,0
105746,0
4115,0
53144,0
38537,0
136132,0
87488,0
158793,0
1779,0
77586,0
64294,0
216784,0
160550,0
53497,0
145339,0
2662,0
53582,0
85215,0
250241,0
281427,0
194046,0
136355,0
44419,0
269487,0
85996,0
233804,0
69285,0
130051,0
181619,0
94512,0
225675,0
189632,0
55907,0
220277,0
279981,0
2621,0
262617,0
31373,0
251714,0
179989,0
270674,0
88470,0
105989,0
91828,0
48609,0
42306,0
108901,0
225268,0
191969,0
254058,0
172137,0
39473,0
11898,0
244691,0
246066,0
176765,0
126037,0
187305,0
158052,0
279933,0
255424,0
105819,0
185469,0
19877,0
128034,0
280755,0
178829,0
52205,0
168182,0
113427,0
254052,0
222588,0
110358,0
107423,0
78548,0
11209,0
69276,0
216882,0
9971,0
38656,0
54186,0
94338,0
122108,0
221502,0
30059,0
163875,0
34666,0
154111,0
105108,0
61851,0
32455,0
142230,0
205227,0
25548,0
110055,0
272233,0
271206,0
189427,0
235660,0
215781,0
237369,0
4234,0
138341,0
117965,0
260428,0
216128,0
162120,0
239648,0
142100,0
121413,0
45611,0
160865,0
41518,0
234045,0
192414,0
138613,0
107860,0
116126,0
17860,0
107748,0
25915,0
183193,0
94938,0
57734,0
36971,0
253400,0
175385,0
1500,0
246587,0
157830,0
104425,0
135854,0
100280,0
140509,0
138538,0
10058,0
92579,0
278431,0
96558,0
234387,0
208379,0
227921,0
280421,0
191293,0
141372,0
258103,0
161035,0
141520,0
60382,0
83923,0
274130,0
43082,0
166255,0
251845,0
16160,0
85575,0
51163,0
127827,0
183374,0
87780,0
164152,0
113079,0
238620,0
231057,0
104962,0
188913,0
236244,0
59564,0
282675,0
265432,0
89344,0
195949,0
120465,0
173149,0
207844,0
256967,0
208835,0
265712,0
160398,0
200597,0
281343,0
215562,0
58838,0
269215,0
281759,0
879,0
270962,0
39643,0
251413,0
141289,0
173017,0
140094,0
192952,0
73456,0
28998,0
57288,0
169304,0
253988,0
281409,0
37469,0
121887,0
47799,0
168283,0
270188,0
83480,0
60905,0
22305,0
235334,0
91160,0
205437,0
63531,0
170928,0
237165,0
134125,0
277409,0
62802,0
128270,0
23611,0
230304,0
92021,0
123433,0
108857,0
97329,0
138423,0
107690,0
222090,0
239477,0
109522,0
275012,0
252334,0
64142,0
194290,0
171697,0
133633,0
158092,0
31878,0
108843,0
151381,0
94642,0
109374,0
221029,0
268813,0
142052,0
76383,0
202535,0
64465,0
168890,0
185991,0
253343,0
192005,0
212561,0
228157,0
31482,0
155044,0
213541,0
223012,0
169824,0
197452,0
115904,0
148272,0
119818,0
166633,0
62225,0
137494,0
278932,0
183147,0
106803,0
282938,0
259721,0
18896,0
239485,0
253764,0
26752,0
43468,0
158855,0
173191,0
150174,0
1319,0
77407,0
81944,0
166428,0
194887,0
69533,0
103089,0
42346,0
88254,0
271500,0
6025,0
127316,0
156069,0
204852,0
125536,0
107405,0
112737,0
62414,0
140674,0
159588,0
65930,0
126465,0
29060,0
180620,0
150801,0
130042,0
160900,0
203138,0
7528,0
181332,0
137823,0
217801,0
164040,0
102045,0
151133,0
74895,0
223453,0
22799,0
247363,0
41309,0
161136,0
24634,0
263660,0
125371,0
139712,0
115276,0
163358,0
146599,0
14712,0
174726,0
164214,0
142848,0
93718,0
129865,0
50983,0
231166,0
107380,0
31635,0
76148,0
85323,0
129569,0
7702,0
253182,0
267341,0
261432,0
3484,0
101657,0
139342,0
266149,0
31015,0
236777,0
207339,0
10708,0
194993,0
26522,0
41734,0
2084,0
252582,0
127261,0
90091,0
9242,0
106288,0
254234,0
66340,0
208483,0
220197,0
67482,0
134116,0
178447,0
211217,0
132524,0
110136,0
133209,0
242979,0
260033,0
65104,0
125246,0
42917,0
235579,0
257916,0
227020,0
202073,0
150964,0
43569,0
105776,0
164228,0
155162,0
165831,0
174437,0
20280,0
140298,0
40898,0
149011,0
53538,0
65617,0
60971,0
282056,0
26578,0
161089,0
239522,0
180036,0
136957,0
266087,0
200193,0
94842,0
114212,0
165690,0
115935,0
201740,0
160043,0
180223,0
6049,0
77155,0
211460,0
120147,0
183555,0
220831,0
183757,0
74755,0
281859,0
187674,0
100241,0
181463,0
160720,0
242904,0
138591,0
33379,0
1429,0
213745,0
159513,0
50477,0
239684,0
208158,0
260749,0
63664,0
142669,0
46601,0
167996,0
139408,0
241213,0
199177,0
172081,0
134287,0
12531,0
227708,0
111991,0
102157,0
255859,0
108359,0
250243,0
123479,0
225534,0
197671,0
129783,0
119794,0
252089,0
232784,0
158049,0
118375,0
226826,0
124524,0
234639,0
265456,0
90592,0
165651,0
281004,0
74394,0
178529,0
206536,0
88516,0
244180,0
264397,0
104879,0
111658,0
204594,0
91743,0
99151,0
81045,0
220592,0
95122,0
269907,0
156882,0
233878,0
47564,0
70878,0
13846,0
222649,0
20419,0
87369,0
251334,0
163504,0
23976,0
148265,0
87741,0
182611,0
40659,0
216297,0
135144,0
262361,0
128189,0
103012,0
181702,0
263188,0
39280,0
152510,0
239909,0
200672,0
172202,0
44661,0
263385,0
198073,0
167755,0
81063,0
95018,0
75287,0
167324,0
197988,0
108491,0
173022,0
212000,0
85018,0
258537,0
30941,0
77609,0
32845,0
23277,0
72193,0
215086,0
264544,0
116083,0
60898,0
262327,0
94323,0
38530,0
76191,0
164124,0
51610,0
9904,0
99580,0
35944,0
7072,0
150132,0
148196,0
155815,0
9824,0
75595,0
9043,0
243914,0
159993,0
145974,0
79939,0
180408,0
48340,0
93030,0
235647,0
280775,0
51090,0
10583,0
227813,0
91238,0
126690,0
634,0
142456,0
128745,0
132929,0
89880,0
111932,0
83151,0
27301,0
183250,0
142143,0
50418,0
20602,0
236517,0
4006,0
226576,0
204391,0
219487,0
171977,0
33601,0
67841,0
125137,0
55787,0
86433,0
107657,0
147176,0
46060,0
244354,0
17076,0
233698,0
87079,0
138500,0
48173,0
194366,0
243391,0
254149,0
238541,0
238315,0
103743,0
173109,0
15502,0
282467,0
25510,0
8387,0
256613,0
70042,0
98545,0
276697,0
231909,0
121020,0
177737,0
121405,0
101729,0
178956,0
284165,0
91584,0
209551,0
90584,0
273440,0
148160,0
80887,0
167810,0
192500,0
166102,0
230388,0
254338,0
13592,0
264579,0
20757,0
175609,0
81192,0
39006,0
89753,0
160517,0
61412,0
196205,0
182996,0
54655,0
105783,0
181411,0
98319,0
184819,0
58523,0
13813,0
223539,0
131039,0
239726,0
82778,0
192861,0
249514,0
61994,0
252087,0
238228,0
210295,0
169017,0
159637,0
6659,0
136675,0
7687,0
259295,0
162350,0
269553,0
104401,0
146018,0
178739,0
61514,0
164270,0
243558,0
249859,0
162055,0
130185,0
250603,0
173087,0
260436,0
34494,0
94282,0
133239,0
48047,0
123843,0
282369,0
178384,0
116461,0
262789,0
118335,0
281761,0
226561,0
280716,0
34795,0
114126,0
2071,0
276573,0
188650,0
264429,0
81785,0
93174,0
62585,0
231507,0
95720,0
95421,0
32909,0
64454,0
111253,0
228974,0
112639,0
229878,0
137899,0
225789,0
81747,0
45852,0
74610,0
243182,0
188136,0
46767,0
143624,0
280871,0
196347,0
36677,0
37716,0
91846,0
262137,0
158322,0
174992,0
105936,0
56756,0
117976,0
191648,0
172616,0
108628,0
77412,0
86115,0
200527,0
63771,0
63145,0
13542,0
130793,0
277611,0
208266,0
70788,0
238861,0
83945,0
46570,0
129654,0
19653,0
61642,0
118338,0
260173,0
110855,0
214118,0
17494,0
37300,0
110672,0
180105,0
29309,0
43055,0
32736,0
246940,0
60808,0
101557,0
124328,0
251969,0
231375,0
263526,0
246928,0
120018,0
258698,0
103108,0
188355,0
87184,0
54141,0
85439,0
83584,0
134265,0
252579,0
128408,0
48359,0
192957,0
275997,0
192087,0
6014,0
85278,0
160760,0
111266,0
30938,0
187215,0
61992,0
173316,0
204663,0
112554,0
74930,0
57592,0
251970,0
210693,0
259338,0
226384,0
56041,0
209539,0
226100,0
95787,0
233133,0
133766,0
58815,0
172956,0
125305,0
118310,0
275082,0
3723,0
29283,0
121954,0
76005,0
159014,0
163598,0
208857,0
30783,0
27925,0
205862,0
139467,0
219315,0
261720,0
151394,0
70912,0
44874,0
167702,0
83232,0
241425,0
283882,0
36658,0
250879,0
271269,0
108220,0
252841,0
94819,0
133150,0
86488,0
197322,0
68100,0
34810,0
217064,0
44193,0
187493,0
172407,0
246260,0
258929,0
258891,0
217825,0
258732,0
18227,0
89115,0
182666,0
196950,0
195761,0
37684,0
204145,0
239521,0
101601,0
59524,0
140685,0
234087,0
209240,0
103828,0
3504,0
278622,0
172650,0
186284,0
57578,0
215975,0
253172,0
225857,0
165124,0
194050,0
92576,0
20111,0
225716,0
137177,0
36715,0
279924,0
31603,0
236740,0
30023,0
82127,0
18568,0
205301,0
208301,0
43648,0
225092,0
256179,0
130734,0
201697,0
177131,0
149644,0
133545,0
5402,0
222192,0
42196,0
44641,0
72186,0
48374,0
89427,0
158609,0
97611,0
92817,0
29877,0
15687,0
189221,0
169528,0
246538,0
87219,0
10542,0
241583,0
267840,0
116215,0
258969,0
5135,0
68805,0
248565,0
108320,0
61000,0
74551,0
119403,0
97345,0
66711,0
60951,0
175950,0
182810,0
70622,0
146975,0
241651,0
151144,0
253983,0
56589,0
225341,0
134805,0
65647,0
76165,0
103163,0
167262,0
221790,0
144730,0
186125,0
40608,0
65765,0
119124,0
53545,0
196861,0
91093,0
131548,0
190514,0
48403,0
193461,0
204336,0
47906,0
216791,0
223869,0
15001,0
82952,0
185210,0
109035,0
217920,0
83139,0
183990,0
96805,0
281682,0
34114,0
44309,0
134318,0
271459,0
22927,0
110998,0
107580,0
16357,0
248723,0
13952,0
32277,0
59738,0
30773,0
164133,0
135821,0
3455,0
248126,0
118978,0
191730,0
86168,0
208865,0
9535,0
8661,0
159793,0
200985,0
51722,0
96470,0
230198,0
79150,0
231126,0
145523,0
185419,0
16914,0
53706,0
188351,0
105703,0
278580,0
101423,0
241853,0
11880,1
105279,0
283353,0
186870,0
245192,0
271246,0
218165,0
277986,0
76211,0
107868,0
168686,0
198171,0
231234,0
244427,0
75062,0
96851,0
5348,0
150443,0
153343,0
219950,0
109896,0
163173,0
153419,0
158363,0
277130,0
97832,0
252534,0
210334,0
189882,0
75080,0
204524,0
140571,0
156174,0
129291,0
210801,0
30930,0
229487,0
218327,0
141300,0
219726,0
143182,0
50506,0
30566,0
118605,0
159415,0
88655,0
102717,0
187786,0
59594,0
157360,0
249967,0
219422,0
11250,0
194996,0
156595,0
141238,0
252676,0
245223,0
65868,0
156,0
262492,0
276331,0
188105,0
134985,0
167585,0
120366,0
219239,0
197604,0
90068,0
89665,0
55997,0
44771,0
177901,0
208101,0
73359,0
145442,0
257214,0
20516,0
282756,0
95588,0
145182,0
86835,0
156529,0
110266,0
220794,0
202423,0
17806,0
57531,0
245705,0
227584,0
30321,0
280043,0
223951,0
60226,0
25660,0
84962,0
130463,0
7569,0
247734,0
73407,0
193600,0
253740,0
57189,0
218117,0
70188,0
126767,0
248531,0
106638,0
65367,0
154285,0
106897,0
268546,0
223418,0
101776,0
127004,0
50948,0
21976,0
216132,0
238828,0
195279,0
226362,0
56841,0
2741,0
49138,0
216771,0
139192,0
40801,0
260981,0
148795,0
239127,0
264201,0
146437,0
95639,0
233500,0
64674,0
270933,0
167612,0
66952,0
274685,0
202513,0
75381,0
71517,0
258685,0
231857,0
185848,0
209306,0
147585,0
151156,0
249368,0
230185,0
86451,0
107223,0
127954,0
217635,0
118312,0
48939,0
82891,0
87330,0
221694,0
1738,0
147757,0
65969,0
206083,0
198234,0
91907,0
104241,0
231108,0
262337,0
124170,0
226364,0
226208,0
79743,0
133861,0
176700,0
185214,0
72796,0
240805,0
234199,0
69601,0
85848,0
65034,0
265656,0
124031,0
282874,0
157816,0
275362,0
272362,0
28817,0
177591,0
196855,0
241129,0
142056,0
21372,0
141030,0
127313,0
250223,0
264947,0
221262,0
279839,0
118291,0
56053,0
123017,0
73346,0
110614,0
50562,0
232802,0
198236,0
113525,0
152482,0
65944,0
280793,0
221811,0
146469,0
268248,0
49102,0
125046,0
80219,0
136693,0
257371,0
66518,0
5644,0
171903,0
217620,0
78280,0
200021,0
193737,0
5449,0
59212,0
148420,0
1944,0
101954,0
196254,0
112491,0
203924,0
252345,0
107641,0
100199,0
202757,0
265604,0
11147,0
33935,0
148073,0
32530,0
211804,0
59822,0
47093,0
15500,0
66910,0
265886,0
172430,0
42430,0
65664,0
258096,0
82245,0
17014,0
167235,0
185943,0
12475,0
99540,0
284644,0
34962,0
181953,0
87801,0
6506,0
77742,0
196332,0
55174,0
128724,0
26546,0
29372,0
181659,0
265573,0
75121,0
74834,0
60141,0
35810,0
166382,0
5232,0
71782,0
195301,0
225781,0
7786,0
253857,0
31837,0
130908,0
124303,0
198633,0
50161,0
235525,0
73100,0
281546,0
12036,0
200717,0
12905,0
200882,0
123520,0
88160,0
217540,0
146226,0
197766,0
234775,0
49822,0
220407,0
208114,0
226141,0
47458,0
222647,0
278470,0
72815,0
200239,0
101564,0
233724,0
1487,0
106361,0
56478,0
247204,0
257915,0
52430,0
194214,0
84707,0
175099,0
44218,0
208479,0
199909,0
205096,0
244788,0
196191,0
155851,0
140772,0
134102,0
57282,0
138108,0
9515,0
185230,0
22037,0
45772,0
153810,0
47297,0
4461,0
136426,0
15395,0
201425,0
111676,0
83675,0
97938,0
94633,0
14900,0
258583,0
108602,0
118545,0
134060,0
196431,0
256122,0
217080,0
249684,0
23605,0
273095,0
231716,0
103592,0
11050,0
20542,0
208204,0
262885,0
29839,0
111448,0
143527,0
254053,0
260130,0
230085,0
93817,0
6830,0
145961,0
133625,0
36278,0
262685,0
218890,0
199275,0
107,0
186877,0
186685,0
710,0
224293,0
150483,0
188208,0
9687,0
274786,0
63663,0
248425,0
269550,0
69026,0
278013,0
169792,0
204288,0
60041,0
247672,0
222367,0
141057,0
101895,0
100217,0
10615,0
254019,0
92588,0
213799,0
234218,0
167155,0
74375,0
275612,0
167855,0
271148,0
3986,0
54062,0
119662,0
202352,0
96461,0
195665,0
59420,0
109662,0
34033,0
224705,0
9820,0
51540,0
37933,0
31887,0
117694,0
131828,0
89122,0
193700,0
208188,0
61863,0
157076,0
121273,0
100592,0
217325,0
275424,0
184174,0
99575,0
130022,0
137674,0
262384,0
110842,0
125230,0
169848,0
96146,0
189605,0
32883,0
182702,0
252807,0
29902,0
183691,0
41443,0
98389,0
168285,0
188420,0
281496,0
235496,0
150661,1
117225,0
12861,0
241649,0
18423,0
194330,0
260643,0
24828,0
131194,0
263544,0
37294,0
210022,0
281073,0
266171,0
167540,0
235425,0
84174,0
220474,0
129322,0
164424,0
114353,0
188203,0
140383,0
107056,0
51748,0
53397,0
151045,0
159177,0
208477,0
102503,0
50884,0
51883,0
16854,0
169919,0
246362,0
148972,0
120946,0
69877,0
256325,0
48592,0
176081,0
45293,0
14699,0
254238,0
238811,0
27346,0
188549,0
117640,0
28599,0
13333,0
186722,0
80426,0
90055,0
167604,0
283488,0
53555,0
177442,0
138751,0
178405,0
106300,0
10186,0
276360,0
225260,0
262055,0
160708,0
282270,0
137514,0
138297,0
138171,0
143054,0
23333,0
62064,0
63006,0
159251,0
5309,0
71659,0
15140,0
149726,0
196231,0
